record_id,source_id,taxon,parasite,assay_stage,endpoint,outcome_family,descriptive_numeric_resolution,source_level_verified,pooling_decision,pooling_gate_failures,decision_basis
P075,annua-silicon-trichome-toxoplasma-2016,Artemisia annua,Toxoplasma gondii,intracellular tachyzoite growth in HeLa cells,dose-dependent parasite proliferation reduction,other_or_unresolved,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P076,annua-eimeria-host-response-2018,Artemisia annua,Eimeria tenella,infected chicken coccidiosis and cecal pathology,clinical diarrhea and pathological improvement with apoptosis/inflammatory markers,other_or_unresolved,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P077,khorassanica-purified-stls-leishmania-2022,Seriphidium khorassanicum (syn. Artemisia khorassanica),Leishmania major,promastigotes and amastigote-infected macrophages,in vitro IC50 and selectivity index,concentration_or_dose_effect,partial_numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P078,annua-plant-matrix-malaria-pk-2025,Artemisia annua,Plasmodium berghei and Plasmodium chabaudi,rodent malaria and host absorption/efflux models,parasitemia response and exposure,organismal_efficacy,not_extractable,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P079,annua-origin-malaria-2014,Artemisia annua,Plasmodium falciparum and hemozoin surrogate,FP inhibition and chromatographic comparison,relative inhibition of beta-haematin formation,surrogate_endpoint,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P080,artemisia-oil-nanoliposome-mosquito-2023,A. annua; A. dracunculus; A. sieberi,Aedes aegypti and Anopheles stephensi,mosquito larvae,LC50 larvicidal activity,concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P081,annua-oil-monoterpenoid-mite-2025,Artemisia annua,Tetranychus urticae,adult spider mites,24-hour fumigation LC50 and enzyme response,concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P082,vestita-maritima-helminth,Artemisia vestita,Haemonchus contortus,ovine gastrointestinal nematode infection and free-living/infective stages,fecal egg-count reduction and worm survival,organismal_efficacy,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P083,vestita-maritima-helminth,Artemisia maritima,Haemonchus contortus,ovine gastrointestinal nematode infection and free-living/infective stages,fecal egg-count reduction and worm survival,organismal_efficacy,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P084,annua-extracts-beta-hematin-2015,Artemisia ciniformis,Plasmodium surrogate,hemozoin surrogate,IC50 and IC90,concentration_or_dose_effect,partial_numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P085,sieberi-artemisinin-leishmania-2013,Artemisia sieberi,Leishmania major,promastigotes and intracellular amastigotes,parasite burden reduction,organismal_efficacy,not_extractable,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P086,aucheri-armeniaca-antimalarial-2014,Artemisia aucheri and Artemisia armeniaca,Plasmodium surrogate,hemozoin surrogate,IC50 and IC90,concentration_or_dose_effect,partial_numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P087,artemisia-ag-nanoparticles-malaria-2020,Artemisia abrotanum,Plasmodium falciparum,parasitized red blood cells,24- and 48-hour parasitemia response,concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P088,artemisia-ag-nanoparticles-malaria-2020,Artemisia arborescens,Plasmodium falciparum,parasitized red blood cells,24- and 48-hour parasitemia response,concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P089,annua-histomonas-negative-2012,Artemisia annua and purified artemisinin,Histomonas meleagridis,in-vitro protozoan clones and in-vivo histomonosis,minimum lethal/IC50 in vitro but no treatment benefit in vivo,concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P090,annua-culex-larvicide-2012,Artemisia annua,Culex quinquefasciatus,late third/early fourth instar mosquito larvae,LC50 and LC90,arthropod_or_worm_lethality,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P091,annua-culex-larvicide-2012,Artemisia annua,Culex tritaeniorhynchus,late third/early fourth instar mosquito larvae,LC50 and LC90,arthropod_or_worm_lethality,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P092,annua-whole-plant-resistance-2015,Artemisia annua,Plasmodium yoelii,rodent blood-stage malaria,parasitemia and treatment response,organismal_efficacy,not_extractable,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P093,annua-whole-plant-resistance-2015,Artemisia annua,Plasmodium chabaudi,rodent blood-stage malaria under resistance selection,time to stable resistance,mechanistic_or_exposure,not_extractable,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P094,annua-artemisinin-drug-combinations-1987,Artemisia annua-derived artemisinin,Plasmodium berghei,rodent malaria including susceptible and resistant strains,combination ED90 interaction,concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P095,annua-endophyte-antimalarial-metabolomics-2021,Artemisia annua-associated fungal endophytes,Plasmodium spp.,parasite stage not specified in abstract,in-vitro antimalarial inhibition,concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P096,inculta-schistosomiasis-toxicity-2006,Artemisia inculta,Schistosoma spp.,juvenile and adult worms in infected mice,worm load and ultrastructural response,concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P097,artemisinin-extracellular-heme-2012,Artemisia annua-derived artemisinin,Plasmodium falciparum,blood-stage parasite system,heme-dependent potentiation,other_or_unresolved,not_extractable,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P098,herba-alba-tick-nanoemulsion-2021,Artemisia herba-alba,Hyalomma dromedarii,embryonated tick eggs,LC50,arthropod_or_worm_lethality,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P099,herba-alba-tick-nanoemulsion-2021,Artemisia herba-alba,Hyalomma dromedarii,larval tick stage,LC50,arthropod_or_worm_lethality,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P100,herba-alba-tick-nanoemulsion-2021,Artemisia herba-alba,Hyalomma dromedarii,engorged nymph tick stage,LC50,arthropod_or_worm_lethality,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P101,herba-alba-tick-nanoemulsion-2021,Artemisia herba-alba,Hyalomma dromedarii,unfed adult tick stage,LC50,arthropod_or_worm_lethality,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P102,artemisia-five-species-anti-insect-2022,Artemisia ordosica,Liposcelis bostrychophila,adult stored-product insect,LD50,concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P103,artemisia-five-species-anti-insect-2022,Artemisia tangutica,Tribolium castaneum,adult stored-product insect,LD50,concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P104,scoparia-altitude-mosquito-2024,Artemisia scoparia,Aedes aegypti,female adult mosquito,repellency duration,other_or_unresolved,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P105,scoparia-altitude-mosquito-2024,Artemisia scoparia,Aedes aegypti,mosquito larvae,LC50,arthropod_or_worm_lethality,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P106,vulgaris-gall-mite-2025,Artemisia vulgaris,Aceria pongamiae,mite,72-hour LC50,concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P107,vulgaris-gall-mite-2025,Artemisia vulgaris,Aceria pongamiae,mite,72-hour LC50,concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P108,argyi-essential-oil-insecticidal-2026,Artemisia argyi,Callosobruchus maculatus,insect,reported mortality,arthropod_or_worm_lethality,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P109,annua-cattle-tick-2011,Artemisia annua,Rhipicephalus annulatus,engorged adult female cattle tick,mortality and egg-laying failure,concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P110,pf-artemisinin-oxidative-stress-2024,Artemisinin/A. annua-derived drug,Plasmodium falciparum,intraerythrocytic blood stages,relative efficacy/IC50 shift,concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P111,pf-artemisinin-proteostasis-resistance-2024,Artemisinin/A. annua-derived drug,Plasmodium falciparum,early ring and asexual blood stages,survival/susceptibility response,mechanistic_or_exposure,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P112,pf-artemisinin-heme-detox-2021,Artemisinin/A. annua-derived drug,Plasmodium falciparum,hemoglobin-digesting intraerythrocytic parasite context,hemozoin crystallization inhibition,surrogate_endpoint,not_extractable,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P113,pf-peroxide-redox-homeostasis-2022,Artemisinin/A. annua-derived drug,Plasmodium falciparum,intraerythrocytic infected RBC cultures,protein labeling and redox perturbation,mechanistic_or_exposure,not_extractable,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P114,absinthium-trichinella-rats-2008,Artemisia absinthium,Trichinella spiralis,enteral adults and parenteral encapsulated larvae,tissue larval-rate reduction,life_stage_assay,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P115,dracunculus-anopheles-nanogel-2022,Artemisia dracunculus,Anopheles stephensi,mosquito larvae,LC50 larvicidal activity,concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P116,ludoviciana-fasciola-toxicity-2023,Artemisia ludoviciana subsp. mexicana,Fasciola hepatica,adult flukes and unspecified fasciolicidal endpoints,not recoverable from the PubMed record abstract,other_or_unresolved,not_extractable,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P117,afra-mosquito-biting-negative-2000,Artemisia afra,mosquito vector,mosquito biting,negative repellency result,other_or_unresolved,not_extractable,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P118,annua-plant-matrix-malaria-pk-2025,Artemisia annua,Plasmodium spp. in murine malaria models,murine blood-stage malaria and host exposure,antimalarial efficacy and artemisinin exposure,mechanistic_or_exposure,not_extractable,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P119,absinthium-european-tinctures-2025,Artemisia absinthium,Strongyloides papillosus; Haemonchus contortus,noninvasive/invasive larval stages including L1-2 and L3,larval survivability/nematocidal classification,life_stage_assay,not_extractable,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P120,parthenin-parthenolide-malaria-transmission-2016,Parthenium hysterophorus / non-Artemisia comparator,Plasmodium falciparum and mosquito-stage Plasmodium,sexual and transmission stages,stage-specific inhibition and transmission blocking,other_or_unresolved,not_extractable,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P121,annua-co-metabolite-enhancement-2026,Artemisia annua,Plasmodium falciparum and rodent malaria,rodent/malaria assay context as reported by the indexed study,relative antimalarial activity and combination enhancement,other_or_unresolved,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P122,annua-discovery-metabolomics-malaria-2022,Artemisia annua,Plasmodium yoelii and A. annua extract fractions,rodent blood-stage malaria,extract/fraction antimalarial activity and candidate metabolite association,other_or_unresolved,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P123,annua-tea-metabolomics-malaria-2025,Artemisia annua,Plasmodium falciparum 3D7,asexual blood-stage antiplasmodial activity,"tea composition, artemisinin concentration, and IC50 association",concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P124,annua-cadinapyridine-2025,Artemisia annua,Plasmodium falciparum FcB1,"chloroquine-resistant Plasmodium falciparum FcB1 plus Caco-2, VERO, and Thp1 cell-growth assays",in-vitro antiplasmodial and cell-growth inhibition,concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P125,cina-lignan-nematocidal-2023,Artemisia cina,Haemonchus contortus,infective L3 larvae,larval mortality,arthropod_or_worm_lethality,partial_numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P126,annua-haemonchus-gerbil,Artemisia annua; Artemisia absinthium,Haemonchus contortus,infected gerbil model with stomach-worm recovery at day 9; parasites do not progress beyond the fourth larval stage in this model,worm burden,organismal_efficacy,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P127,annua-haemonchus-sheep-2017,Artemisia annua,Haemonchus contortus and ovine gastrointestinal nematodes,artificially infected Santa Ines sheep; H. contortus isolate; repeated oral whole-plant feeding,fecal-egg-count reduction,organismal_efficacy,partial_numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P128,absinthium-artemisinin-hcontortus-2019,Artemisia absinthium,Haemonchus contortus adult worms,adult H. contortus in vitro,time-to-death,other_or_unresolved,partial_numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P129,maritima-sheep-2026,Artemisia maritima,mixed gastrointestinal nematodes in naturally infected sheep,in vivo naturally infected ovine gastrointestinal nematodes; coproculture identified Haemonchus spp. as predominant genus,fecal-egg-count reduction and hematology,organismal_efficacy,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P131,annua-eimeria-wiedosari-2017,Artemisia annua,Eimeria tenella,experimental chicken coccidiosis; seven groups of five birds with uninfected and infected untreated controls,"oocyst-excretion inhibition, cecal-lesion score, body-weight gain, packed-cell volume, and hemoglobin",other_or_unresolved,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P130,cina-periparturient-ewes-2025,Artemisia cina,Haemonchus contortus,infected periparturient ewe model with fecal cultures,EPG and infective-larval reduction,organismal_efficacy,partial_numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P132,herba-alba-heterakis-turkey-2011,Artemisia herba-alba,Heterakis gallinarum,experimentally infected turkey poults; H. gallinarum egg and adult-worm endpoints,"fecal egg count, worm burden, growth performance, biochemical measures, and liver histopathology",concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
P133,stl-leishmania-oxidative-2013,Artemisia douglassiana-associated sesquiterpene lactones,Leishmania mexicana,promastigote in vitro,"proliferation; reduced glutathione blocked or reversed the antiproliferative effect of DhL, Mxc, and Psi; all except Psi C decreased endogenous parasite glutathione, and active lactones increased ROS generation 2.7- to 5.4-fold",concentration_or_dose_effect,numeric,yes,descriptive_only_not_poolable,independent replication; matched taxon/preparation/stage/outcome/unit; dispersion or variance,No complete cross-study set satisfying the prespecified pooling gates is documented in the frozen extraction; retain as a descriptive result.
