record_id,taxon,evidence_type,subject,source_id,evidence_level,scope_note
E142,Artemisia absinthium,validated wormwood sesquiterpene-lactone analysis,"Validated HPLC-DAD separated and quantified five sesquiterpene lactones, two lignans, and a polymethoxylated flavonoid in wormwood and preparations; absinthin stability and degradation products were characterized by HPLC-MS and HPLC-SPE-NMR",absinthium-stl-validated-analysis-2010,primary_wormwood_stl_analytical_method,"supports preparation-aware wormwood STL measurement and stability; analytical occurrence does not establish anthelmintic activity or safe dose"
E143,Artemisia annua,ovine Haemonchus contortus assay and trial,"Water, sodium-bicarbonate, ethanol, and dichloromethane leaf extracts contained 0.3%, 0.6%, 4.4%, and 9.8% artemisinin; sodium-bicarbonate extract had the lowest in-vitro LC99, but single-dose extract and artemisinin treatments produced only nonsignificant day-15 fecal-egg-count reductions in sheep",annua-haemonchus-sheep-2014,primary_helminth_assay_and_ovine_trial,"important negative translation control: strong in-vitro preparation-specific activity did not become significant ovine efficacy at the tested single doses; artemisinin antimalarial activity cannot be generalized to anthelmintic treatment"
E144,Artemisia brevifolia,ovine anthelmintic dose response,"Crude aqueous and methanol whole-plant extracts caused paralysis or mortality of live Haemonchus contortus in vitro; in naturally infected sheep, crude aqueous extract at 3 g/kg produced the maximum reported 67.2% day-14 fecal-egg-count reduction versus 99.2% for levamisole",brevifolia-anthelmintic-sheep-2004,primary_ovine_anthelmintic_and_dose_response,"supports a dose-responsive comparative veterinary phenotype; plant material, low animal number, mixed nematodes, and lower efficacy than levamisole prevent terpene or human inference"
E145,Artemisia annua,trichome_redox_regulation,"Review of trichome, root, reactive-oxygen, and regulatory controls on artemisinin biosynthesis",annua-trichome-ros-regulation-2011,review_artemisinin_regulation,"review context supports tissue and redox hypotheses; it is not a primary quantitative or causal result"
E146,Artemisia annua,artemisinin_regulation_review,"Review of ADS, CYP71AV1, P450 reductase, and unresolved regulatory steps in artemisinin biosynthesis",annua-artemisinin-biosynthesis-review-2011,review_artemisinin_biosynthesis,"historical synthesis informs pathway interpretation; primary enzyme and perturbation evidence remains required"
E147,Artemisia annua and related terpenoids,microbial_transformation,"Fungal and bacterial transformation of artemisinin and other antimalarial terpenoids produced derivative candidates",antimalarial-terpenoid-microbial-transformation-2012,review_terpenoid_medicinal_chemistry,"transformed or engineered derivatives are not native Artemisia metabolites and require independent efficacy and safety testing"
E148,Artemisia annua,artemisinin_mechanism_review,"Review of carbon-radical, heme, activation, combination, and competing mechanistic hypotheses for artemisinin antimalarials",artemisinin-mechanism-radical-heme-review-2013,review_artemisinin_mechanism,"supports explicit mechanism uncertainty and multi-target framing; no sole parasite target is established"
E149,Artemisia vulgaris,chemotype_toxicity,"Fifteen Lithuanian wild populations yielded davanone, germacrene-D, 1,8-cineole, camphor, thujone, and chrysanthenyl-acetate oil profiles; brine-shrimp LC0 values were 10.3-23.1 microgram/mL",vulgaris-essential-oil-variability-2016,primary_chemotype_and_toxicity,"population-level volatile variation and brine-shrimp toxicity do not predict mammalian safety or a single constituent effect"
E150,Artemisia annua and Tanacetum parthenium,enzyme_evolution,"AaDBR2 and feverfew CYP71CB1 accepted multiple sesquiterpene substrates and enabled engineered dihydrocostunolide and dihydroparthenolide production",annua-sesquiterpene-enzyme-promiscuity-2019,primary_enzyme_evolution_and_engineering,"supports catalytic plasticity as an evolutionary opportunity; heterologous production is not evidence of native pathway flux or antiparasitic activity"
E151,Artemisia annua,transcriptional_regulation_review,"Review of transcription factors and structural genes that jointly regulate artemisinin and flavonoid biosynthesis",annua-artemisinin-flavonoid-regulation-review-2020,review_parallel_specialized_metabolism_regulation,"supports co-regulation and matrix hypotheses; shared regulation does not prove terpene-flavonoid synergy"
E152,Artemisia herba-alba,helminth_assay,"Crude methanolic flower and leaf extracts produced concentration- and time-dependent adult-motility and egg-hatch inhibition against Haemonchus contortus; flower extract reached 98.67% egg-hatch inhibition at 1 mg/mL",herba-alba-haemonchus-crude-extract-2020,primary_helminth_assay,"comparative crude-extract in-vitro evidence; active constituent, host selectivity, and translation to A. absinthium or humans remain unresolved"
E153,Artemisia annua,environmental_transcriptomics,"Salt, cold, drought, and waterlogging altered transcriptomes and artemisinin content; drought was the exception to the reported increase",annua-abiotic-stress-transcriptome-2018,primary_environmental_transcriptomics,"stress response is treatment- and genotype-context-specific and does not establish universal ecological regulation or safe production"
E154,Artemisia annua,environmental_chemistry,"Arsenic stress and carrageenan oligomer plus salicylic-acid treatment altered oxidative physiology and increased artemisinin yield in two varieties",annua-arsenic-stress-artemisinin-2021,primary_environmental_chemistry_and_regulation,"supports an environment-by-regulation hypothesis in tested varieties; it is not parasite efficacy or a general production recommendation"
E155,Artemisia absinthium,wormwood_stl_chemistry,"Cultivated wormwood yielded absilactone, hansonlactone, ajenjol, and 3α-hydroxypelenolide; fungal transformation and acid rearrangement generated additional products",absinthium-hydroxypelenolide-biotransformation-2021,primary_wormwood_stl_isolation_and_biotransformation,"expands structurally characterized wormwood STL chemistry; insect antifeedant and Sf9 cytotoxicity endpoints do not establish anthelmintic efficacy"
E156,Artemisia argyi,volatile_pharmacokinetics,"Eight A. argyi oil volatiles were rapidly absorbed and distributed mainly to rat liver, heart, kidney, lung, and spleen before prompt elimination",argyi-volatile-pharmacokinetics-2021,primary_volatile_pharmacokinetics,"rat exposure data inform disposition hypotheses but do not establish parasite efficacy, target engagement, or a safe human dose"
E157,Artemisia annua,human_pharmacokinetics,"One liter of tea prepared from 9 g leaves produced mean artemisinin Cmax 240 +/- 75 ng/mL and AUC 336 +/- 71 ng/mL*h in 14 healthy men",annua-tea-pk-2004,primary_human_pharmacokinetics,"human tea exposure is a matrix-specific PK anchor; the study did not establish equivalence to modern artemisinin drugs"
E158,Artemisia annua,preparation_and_malaria,"Soaking or pounding fresh Qing Hao produced extracts up to 20-fold more concentrated than dried-herb tea; only pounded juice suppressed P. berghei parasitemia",annua-ancient-preparation-malaria-2010,primary_preparation_and_malaria_assay,"concentration and total extracted dose diverged; preparation is not standardized clinical therapy"
E159,Artemisia annua,whole_plant_malaria,"Dried whole plant containing 24 mg/kg artemisinin reduced P. chabaudi parasitemia more than equal pure drug and was associated with approximately 40-fold higher mouse bioavailability",annua-whole-plant-antimalarial-2012,primary_whole_plant_rodent_malaria,"preclinical matrix effect; synergistic constituents and clinical translation remain unresolved"
E160,Artemisia annua,malaria_matrix_comparison,"Tea and nonpolar extract IC50 values against P. falciparum closely followed artemisinin concentration and did not differ significantly from pure artemisinin",annua-tea-artemisinin-only-2013,primary_in_vitro_malaria_matrix_comparison,"one in-vitro preparation and strain context; does not exclude matrix effects in other models"
E161,Artemisia annua,infected_mouse_pharmacokinetics,"Dried-leaf artemisinin AUC was 299.5 mg*min/L in healthy mice versus 435.6 mg*min/L in P. chabaudi-infected mice and deoxyartemisinin metabolism was suppressed",annua-leaf-pk-mouse-2014,primary_rodent_pharmacokinetics,"infection and plant matrix alter exposure; no direct protein target or human dose is established"
E162,Artemisia annua; Artemisia afra,gametocyte_malaria,"5 g DW/L teas inhibited P. falciparum asexual and early/late gametocytes; effects were mainly artemisinin-dependent with a weak artemisinin-deficient A. afra signal",annua-gametocyte-tea-2021,primary_gametocyte_malaria_assay,"stage-resolved in-vitro extract result; constituent attribution and clinical transmission impact remain unresolved"
E163,Artemisia annua; Artemisia afra,malaria_strain_and_host_interaction,"Dried-leaf extracts showed time- and strain-dependent P. falciparum activity and malaria-patient sera enhanced inhibition in some assays",annua-complex-antimalarial-invitro-2021,primary_malaria_strain_and_host_interaction_assay,"possible host interaction is a hypothesis; crude extract and serum effects do not identify a terpene target"
E164,Artemisia annua; Artemisia afra,multistage_malaria,"Low-concentration infusions inhibited blood and liver stages including P. vivax and P. cynomolgi hypnozoites in vitro and were reported as essentially artemisinin-independent",artemisia-infusions-hypnozoite-2022,primary_multistage_malaria_assay,"active chemistry and clinical relevance are unresolved; unregulated plant remedies remain a suboptimal-therapy concern"
E165,Artemisia annua; Artemisia afra,drug_interaction,"All tested teas inhibited human CYP2B6 and CYP3A4 activity; high-artemisinin tea induced transcription while artemisinin-deficient teas did not",artemisia-tea-cyp450-2022,primary_human_cyp450_and_translation,"supports post-transcriptional phytochemical interaction risk, not parasite efficacy or safe posology"
E166,Artemisia annua,matrix_pharmacokinetics,"Dried leaves increased artemisinin tissue exposure in rats and inhibited CYP2B6/CYP3A4 in human liver microsomes",annua-dla-cyp-bioavailability-2020,primary_matrix_pharmacokinetics_and_safety,"responsible phytochemical(s), sex effects, and human translation remain unresolved"
E167,Artemisia absinthium,wormwood_tapeworm,"Aqueous extract caused dose-dependent paralysis, death, tegumental damage, and reduced EPG and worm burden for H. nana in vitro and infected mice",absinthium-hymenolepis-2018,primary_wormwood_tapeworm_assay,"stronger than a purely folkloric claim but crude-extract chemistry and human efficacy are unresolved"
E168,Artemisia absinthium,wormwood_veterinary_helminth,"Seven-day 300 or 600 mg/kg extract dosing reduced Toxocara cati fecal egg counts in naturally infected cats while egg embryonation was unaffected in vitro",absinthium-toxocara-2011,primary_wormwood_veterinary_assay,"veterinary phenotype with a negative egg-development result; requires replication and constituent attribution"
E169,Artemisia campestris,helminth_assay,"Aqueous and ethanolic extracts completely inhibited H. contortus egg hatching near 2 mg/mL; ethanolic extract caused 100% adult mortality at the highest 24-h dose",campestris-haemonchus-2014,primary_helminth_assay_and_extract_chemistry,"extract chemistry was flavonoid-dominated, so the phenotype is not terpene evidence"
E170,Artemisia indica; Artemisia roxburghiana,helminth_assay,"Methanolic extracts at 50 mg/mL produced egg-hatch inhibition of 85 +/- 21.2% and 80 +/- 28.3% respectively but lower larval and adult mortality",indica-roxburghiana-nematodes-2015,primary_multi_species_helminth_assay,"in-vitro comparative signal; purification and in-vivo confirmation were not completed"
E171,Artemisia cina,helminth_assay_and_expression,"n-Hexane extract showed 75% and 82.6% activity against H. contortus L3 at 1 and 2 mg/mL; isoguaiacine and extract altered Hc29 expression and extract reduced gerbil infection 100%",cina-haemonchus-gerbil-2021,primary_helminth_assay_and_compound_hypothesis,"expression change is not direct binding; extract chemistry, host selectivity, and reproducibility remain open"
E172,Artemisia annua,allele_aware_genomics,"Two haplotype genome maps and 36 resequenced samples supported a correlation between ADS copy number and artemisinin content",annua-allele-aware-ads-2022,primary_allele_aware_genomics_and_chemistry,"copy-number correlation is a strong prioritization signal but not causal proof or cross-species pathway equivalence"
E173,Artemisia campestris,methodological_commentary,"Commentary on the interpretation of chemical analyses and anthelmintic effects of A. campestris essential oil",campestris-anthelmintic-comment-2019,commentary_and_methodological_context,"no abstract and no new quantitative result; retained for interpretation audit"
E174,Artemisia herba-alba,ovine_helminth_assay,"Powdered shoots were administered to six experimentally infected goats at 2, 10, or 30 g and most treated goats showed absent fecal eggs and no adult worms at necropsy, with incomplete suppression in two",herba-alba-goat-haemonchus-1982,primary_ovine_anthelmintic,"older small goat study; chemistry, standardized dose, and replication remain open"
E175,Artemisia absinthium,historical_malaria_record,"Historical preliminary report screening wormwood against P. berghei in mice",absinthium-malaria-preliminary-1990,primary_preliminary_rodent_malaria,"title and metadata only because no abstract was available; not used for quantitative inference"
E176,Artemisia annua,tea_chemistry_record,"Historical report on artemisinin in traditional A. annua tea preparations",annua-tea-artemisinin-2006,primary_tea_chemistry,"title and metadata only because no abstract was available; not used for quantitative inference"
E177,Artemisia absinthium,repeated_dose_toxicology,"Thirteen-week rat exposure to 0.125, 0.5, or 2% wormwood extract found no obvious treatment-related toxicity and estimated a study-specific NOAEL at or above 1.27 g/kg/day in males and 2.06 g/kg/day in females",absinthium-repeated-dose-toxicity-2003,primary_repeated_dose_toxicology,"rat extract result does not define human safety, thujone exposure, or safety of other chemotypes"
E178,Artemisia afra,rodent_malaria_translation,"Aqueous powder suspensions of A. annua but not A. afra showed antimalarial activity in P. berghei-infected mice",afra-powder-malaria-2024,primary_rodent_malaria_and_translation,"negative in-vivo A. afra result constrains interpretation of artemisinin-independent in-vitro activity; not human efficacy"
E179,Artemisia ludoviciana,helminth_assay,"Ethyl-acetate extract produced greater than 60% ovicidal activity against F. hepatica above 300 mg/L and adult-fluke activity at tested concentrations",ludoviciana-fasciola-2023,primary_helminth_assay_and_artemisinin_comparison,"comparative extract and artemisinin record; active constituent and host selectivity unresolved"
E180,Artemisia cina,defined_compound_helminth_synergy,"Peruvin binary mixtures with 1-nonacosanol/hentriacontane or cinic acid increased lethal effects against H. contortus L3 by 1.42-fold and 4.87-fold at matched LC25 proportions",cina-peruvin-synergy-2024,primary_defined_compound_helminth_synergy,"defined mixture result supports pair-specific synergy; host exposure and broader mixture reproducibility remain untested"
E181,Artemisia herba-alba,helminth_assay,"Aqueous white-wormwood extracts at 5 and 10 mg/mL immobilized or killed mature H. contortus in vitro, with complete killing at one tested treatment after 6 h",herba-alba-cattle-haemonchus-2025,primary_helminth_assay,"adult-worm in-vitro result; no in-vivo efficacy, chemistry resolution, or terpene attribution"
E182,Artemisia absinthium,ovine_helminth_translation,"Ethanolic extract caused 81.79% larval motility inhibition and 82.2% larvicidal activity at 200 mg/mL in vitro but did not significantly reduce FECRT in free-grazing goats at 600 mg/kg",absinthium-goat-nematodes-2025,primary_wormwood_ovine_trial,"important negative in-vivo translation control; small regional study and unstandardized extract"
E183,Artemisia vulgaris,helminth_assay,"A. vulgaris extract reduced F. gigantica egg hatching to 3.33% at 5% concentration by day 16 and reached 66.67% adult-fluke mortality at 20% after 40 min",vulgaris-fasciola-2023,primary_helminth_assay_and_morphology,"in-vitro extract and morphology evidence; active compounds and mechanism remain unresolved"
E184,Artemisia kermanensis,bioguided_antileishmanial,"Bioguided fractionation isolated eupatilin and a trimethoxylated flavone with activity against L. major promastigotes or amastigotes and low macrophage toxicity",kermanensis-leishmania-2023,primary_bioguided_fractionation_and_parasite_assay,"compound-level parasite evidence is non-terpene-centered and requires independent pharmacology"
E185,Artemisia annua,extraction_method_and_malaria,"Hydrotrope-assisted extracts yielded up to 6.50 or 6.44 mg/g artemisinin and showed greater P. falciparum activity than pure artemisinin in the tested system",annua-hydrotrope-antimalarial-2024,primary_extraction_method_and_malaria_assay,"solvent and matrix effects confound causal assignment; not a clinical botanical regimen"
E186,Artemisia annua,light_response_and_chemotype,"Blue and yellow light altered glandular-trichome anatomy, volatile diversity, ADS expression, and artemisinin accumulation in controlled plantlets",annua-photoresponse-2020,primary_light_response_and_terpene_chemistry,"controlled treatment association informs environment-by-chemotype hypotheses but not universal cultivation guidance"
E187,Artemisia annua,marker_assisted_chemotype,"Seventeen A. annua bioecotypes were compared by gene-specific STS markers and HPLC; polymorphic markers correlated with artemisinin yield and high-yield bioecotypes exceeded 2.7 mg/g dry weight",annua-high-yield-bioecotypes-2026,primary_marker_assisted_chemotype,"marker correlations support selection within the sampled material but do not establish causal alleles or cross-environment stability"
E188,Artemisia annua,trichome_regulation_and_yield,"AaSPATULA overexpression increased glandular secretory-trichome density, artemisinin accumulation, leaf expansion, and biomass while RNAi reduced growth and artemisinin",annua-spatula-trichome-2026,primary_trichome_regulation_and_yield,"regulatory perturbation supports a trichome-yield link but pathway effects and genotype-by-environment transfer require validation"
E189,Artemisia absinthium,phenology_and_chemotype,"Essential-oil profiles differed by geography and phenological stage with shifts among oxygenated monoterpenes, oxygenated sesquiterpenes, and monoterpene hydrocarbons",absinthium-phenology-2025,primary_wormwood_phenology_and_chemotype,"site and stage effects establish chemotype stratification but do not identify stable taxon-wide markers or antiparasitic actives"
E190,Artemisia absinthium,low_thujone_chemistry_and_safety,"A low-thujone wormwood oil was dominated by trans-sabinyl acetate while trans-thujone was negligible and extracts contained phenolic acids and flavonoids",absinthium-low-thujone-2026,primary_wormwood_low_thujone_chemistry_and_safety,"low-thujone chemistry is product- and accession-specific and cannot be inferred from the species name alone"
E191,Artemisia absinthium,authentication_and_toxicology,"Authenticated and commercial oils formed distinct thujone/camphor/ocimene-epoxide chemotype clusters and major thujones affected tephritid behavior and toxicity endpoints",absinthium-authenticated-commercial-oils-2025,primary_wormwood_authentication_and_toxicology,"commercial-product variability and insect endpoints do not directly define human safety or vermifuge efficacy"
E192,Artemisia spp.,analytical_quality_control,"A validated LC-MS method quantified artemisinin at a 0.22 ng/mL limit of detection and separated genuine low abundance from likely cross-contamination in A. afra material",artemisia-lcms-artemisinin-validation-2022,primary_analytical_validation_and_quality_control,"analytical detection is necessary for provenance and dosing but does not establish biological activity or clinical quality"
E193,Artemisia annua,standardized_extract_antileishmanial,"A standardized A. annua extract showed activity against L. infantum promastigotes and amastigotes without RAW264.7 cytotoxicity and altered inflammatory cytokine readouts",annua-standardized-leishmania-2025,primary_standardized_extract_parasite_assay,"standardized-extract activity remains mixture-level and requires chemical fingerprinting, target studies, and in-vivo confirmation"
E194,Artemisia cina,formulated_extract_helminth_assay,"A. cina aqueous-extract silver nanoparticles increased H. contortus L3 mortality and altered antioxidant-enzyme readouts, but the tested entity was a nanoparticle formulation, not native plant extract or an isolated terpene",cina-silver-nanoparticles-helminth-2025,primary_formulated_extract_nanoparticle_helminth_assay,"nanoparticle synthesis and surface chemistry confound attribution to A. cina constituents and limit direct comparison with vermifuge preparations"
E195,Artemisia absinthium,wormwood_chemotype_and_cytotoxicity,"A Saudi A. absinthium oil was dominated by cis-davanone with additional sesquiterpenes and showed low cytotoxicity in the reported cell assay",absinthium-saudi-oil-2022,primary_wormwood_chemotype_and_cytotoxicity,"one regional oil and assay panel cannot define species-wide safety or anthelmintic mechanism"
E196,Artemisia annua,trichome_and_cuticle_regulation,"TrichomeLess Regulator 3 affected glandular-trichome initiation, cuticle biosynthesis, and artemisinin-associated phenotypes in A. annua",annua-tlr3-trichome-2024,primary_trichome_regulator_and_cuticle,"regulator perturbation connects tissue architecture to specialized metabolism but not directly to parasite phenotype"
E197,Artemisia annua,trichome_and_artemisinin_regulation,"JA-induced AaMYC3 increased glandular-trichome density and artemisinin biosynthesis and activated or interacted with upstream and pathway genes",annua-myc3-trichome-2025,primary_trichome_regulation_and_biosynthesis,"transcriptional regulation is a plant-side mechanism and requires metabolite-resolved parasite testing"
E198,Artemisia annua,lncRNA_pathway_regulation,"Differential lncRNAs were associated with ADS, DXS, HMGS, and other pathway genes in high- versus low-artemisinin material",annua-lncrna-artemisinin-2024,primary_lncRNA_and_pathway_regulation,"association-based lncRNA evidence does not establish direct regulation or evolutionary conservation"
E199,Artemisia annua,extraction_method_and_standardization,"Extraction comparisons identified solvent and process tradeoffs for recovery of artemisinin, dihydroartemisinin, and artemisinic acid, with acetonitrile high-performing and ethanol more practical for scale-up",annua-artemisinin-extraction-review-2025,review_artemisinin_extraction_and_standardization,"process recovery is not equivalent to bioavailability, efficacy, or safety and must be linked to a defined product fingerprint"
E200,Artemisia annua,animal_health_review,"Animal-health literature supports interest in A. annua and artemisinin but emphasizes standardization and species-appropriate evidence",annua-animal-health-review-2025,review_artemisia_animal_health,"review context does not substitute for primary parasite assays or establish a terpene-specific veterinary indication"
E201,Artemisia annua,suspension_culture_and_artemisinin,"LED spectrum, macronutrients, and culture conditions altered biomass and artemisinin production in A. annua suspension cultures",annua-suspension-culture-2025,primary_culture_condition_and_artemisinin,"controlled culture effects support process-development hypotheses but not field-level chemotype predictions"
E202,Artemisia annua,stress_hormone_and_trichome_regulation,"Copper toxicity reduced glandular-trichome traits and artemisinin-associated phenotypes, while exogenous ABA ameliorated cellular stress and increased trichome density and artemisinin production",annua-aba-copper-trichomes-2020,primary_stress_hormone_and_trichome_regulation,"stress-hormone rescue is treatment-specific and does not establish a stable field chemotype or parasite phenotype"
E203,Artemisia annua,trichome_regulator_and_biosynthesis,"TAR1 perturbation altered trichome morphology, cuticular wax composition, pathway-gene expression, and artemisinin content, with ADS and CYP71AV1 identified as likely direct targets",annua-tar1-trichome-2015,primary_trichome_regulator_and_biosynthesis,"direct promoter regulation and metabolite change are plant-side evidence; cross-species conservation and parasite effects remain open"
E204,Artemisia annua,transcription_factor_perturbation,"Trichome-specific AaWRKY1 overexpression increased CYP71AV1 transcription and artemisinin by about 1.8-fold without significant FDS ADS or DBR2 transcript changes",annua-wrky1-2014,primary_transcription_factor_perturbation,"promoter and transgene context limit inference about native allele effects or evolutionary divergence"
E205,Artemisia annua,transcription_factor_and_promoter_binding,"AabHLH1 bound E-box elements in ADS and CYP71AV1 promoters and activated pathway-associated transcription in transient assays",annua-bhlh1-2014,primary_transcription_factor_and_promoter_binding,"binding and transactivation do not quantify native flux or establish conserved function in other Artemisia species"
E206,Artemisia annua,pathway_engineering_and_chemistry,"DBR2 overexpression increased artemisinin and dihydroartemisinic acid but also increased arteannuin B and artemisinic acid in independent transgenic lines",annua-dbr2-overexpression-2015,primary_pathway_engineering_and_chemistry,"pathway engineering can raise competing branches as well as target product; it is not a simple one-enzyme yield rule"
E207,Artemisia annua,microbiome_and_hormone_regulation,"Rhizophagus intraradices colonization increased jasmonic acid, glandular-trichome density, MEP-pathway signals, and artemisinin; matched JA levels reduced differences between mycorrhizal and control plants",annua-mycorrhiza-2015,primary_microbiome_and_hormone_regulation,"microbiome and hormone effects are context-dependent and require replicated environmental and chemical validation"
E208,Artemisia annua,hormone_and_senescence_regulation,"AaEIN3 overexpression promoted leaf senescence and suppressed ADS DBR2 CYP71AV1 and artemisinin, whereas RNAi enhanced pathway output",annua-ein3-senescence-2018,primary_hormone_and_senescence_regulation,"developmental regulation does not by itself establish evolutionary change or parasite potency"
E209,Artemisia annua,transcription_factor_and_promoter_binding,"AaSPL2 activated the DBR2 promoter through a GTAC element; overexpression increased artemisinin 33-86% and RNAi decreased it 33-65%",annua-spl2-2019,primary_transcription_factor_and_promoter_binding,"transgenic effect sizes are construct- and background-dependent and do not predict species-wide yield"
E210,Artemisia annua,transcription_factor_and_pathway_regulation,"AabZIP9 bound ACGT elements in ADS and CYP71AV1 promoters and increased ADS, artemisinin, dihydroartemisinic acid, and artemisinic acid in transgenic plants",annua-bzip9-2019,primary_transcription_factor_and_pathway_regulation,"promoter binding and product accumulation do not establish direct evolutionary homology or antiparasitic activity"
E211,Artemisia annua,tissue_localization_and_metabolomics,"GT-free leaves and calli and a glandless mutant produced artemisinin, artemisinic acid, arteannuin B, and localized products in non-glandular cells",annua-nonglandular-trichomes-2019,primary_tissue_localization_and_metabolomics,"revises a glandular-trichome-only model but remains specific to inbred and mutant material"
E212,Artemisia annua,environmental_transcriptomics_and_metabolomics,"Combined UV-B and gibberellin treatments increased artemisinin and induced ADS/CYP71AV1 with co-expression modules enriched for candidate MYB and NAC regulators",annua-uvb-ga-2020,primary_environmental_transcriptomics_and_metabolomics,"co-expression and treatment response identify candidate hubs, not direct regulation or transferable cultivation rules"
E213,Artemisia annua,tissue_expression_and_chemistry,"Artemisinin was highest in leaves at 0.343 mg/g, followed by flowers, roots, and stems, while upstream and pathway genes showed tissue-specific expression patterns",annua-tissue-expression-2012,primary_tissue_expression_and_chemistry,"bulk-tissue expression is not secretory-cell flux and the reported accession is not a genus-wide tissue profile"
E214,Artemisia annua,developmental_perturbation_and_chemistry,"Constitutive CO overexpression advanced flowering by about two weeks without increasing artemisinin, indicating that flowering time alone does not explain seasonal accumulation",annua-flowering-co-2007,primary_developmental_perturbation_and_chemistry,"developmental timing and artemisinin accumulation are correlated but not directly interchangeable"
E215,Artemisia annua,multi_germplasm_seasonal_chemistry,"Field germplasms showed large seasonal and chemotype differences in artemisinin, dihydroartemisinic acid, and artemisinic acid; ART and DHAA often peaked before flowering",annua-seasonal-differential-2018,primary_multi_germplasm_seasonal_chemistry,"harvest and germplasm effects support selection hypotheses but not pooled species means"
E216,Artemisia khorassanica,polyploidy_and_cross_species_expression,"Eighteen populations included diploids and tetraploids, but neither ploidy class contained detectable artemisinin and DBR2 was low or silenced in autotetraploid material",khorassanica-polyploidy-2018,primary_polyploidy_and_cross_species_expression,"negative detection and expression comparison constrain artemisinin-equivalence claims but do not prove complete pathway absence"
E217,Toxoplasma gondii,parasite_target_biochemistry,"Artemisinin inhibited recombinant TgSERCA activity and induced calcium-dependent microneme secretion and calcium perturbation in T. gondii",toxoplasma-serca-artemisinin-2007,primary_parasite_target_biochemistry,"supports a parasite Ca2+-ATPase target class outside malaria but does not establish a species-specific Artemisia preparation or sole mechanism"
E218,Artemisia afra,malaria_gametocyte_compound_isolation,"Bioassay-guided fractionation identified 1alpha,4alpha-dihydroxybishopsolicepolide and yomogiartemin as principal A. afra gametocytocidal sesquiterpene lactone leads",afra-gametocytocidal-isolation-2019,primary_isolation_and_malaria_gametocyte_assay,"isolated-lactone activity strengthens constituent attribution but target engagement, host selectivity, and in-vivo transmission effects remain open"
E219,Artemisia absinthium,multi_plant_helminth_assay,"Among 13 medicinal-plant extracts, methanolic A. absinthium was one of the most effective preparations against H. contortus eggs and larvae; the study also quantified selected phenolics but did not resolve terpene causality",absinthium-haemonchus-medicinal-plants-2018,primary_multi_plant_helminth_assay,"comparative extract result and phenolic measurements do not identify the active wormwood terpene or establish in-vivo efficacy"
E220,Artemisia absinthium,ascaris_embryogenesis_assay,"Alcoholic A. absinthium extract showed concentration-dependent anti-embryogenic and anthelmintic effects against Ascaris suum eggs and developing larvae in a six-plant comparison; reported chemistry included sesquiterpene lactones and non-terpene metabolites",absinthium-ascaris-embryogenesis-2022,primary_comparative_helminth_embryogenesis,"in-vitro extract phenotype with mixed chemistry; active constituent, parasite target, and translation to mammalian treatment remain unresolved"
E221,Artemisia nitrosa,sesquiterpene_lactone_isolation,"Isolation from A. nitrosa characterized one new germacrane-type sesquiterpene lactone, ten known sesquiterpenes, and a dimer using MS and multidimensional NMR; the isolated sesquiterpenoids lacked significant activity in the reported macrophage assay",nitrosa-marschalliana-isolation-2022,primary_sesquiterpene_lactone_isolation,"structure-confirmed chemistry and a negative non-parasitic bioassay do not establish an antiparasitic constituent or genus-wide chemotype"
E222,Artemisia tridentata subsp. tridentata,sesquiterpene_lactone_isolation,"Leaf fractionation isolated and characterized sesquiterpene lactones and a flavonoid from basin big sagebrush with structure and biological-activity analyses",tridentata-sesquiterpene-lactones-2024,primary_sesquiterpene_lactone_isolation,"subspecies- and leaf-specific isolation record; non-parasitic activity does not transfer to wormwood or define a parasite mechanism"
E223,Artemisia vulgaris,guaianolide_sesquiterpene_lactone_isolation,"Ethanolic aerial-part extraction yielded twelve new and ten known guaianolide sesquiterpene lactones with NMR, ECD, and crystallographic stereochemical support; isolated compounds inhibited macrophage NO production in vitro",vulgaris-sesquiterpene-lactones-2022,primary_sesquiterpene_lactone_isolation_and_bioassay,"structure-activity and macrophage results are not antiparasitic evidence and cannot be assigned to all A. vulgaris or Artemisia material"
E224,Artemisia verlotorum,sesquiterpene_lactone_isolation,"Whole-plant isolation yielded seven new sesquiterpenoids and nineteen known analogues, including uncommon skeletons and eudesmanolide lactones with extensive spectroscopic and stereochemical characterization",verlotorum-sesquiterpene-lactones-2023,primary_sesquiterpene_lactone_isolation_and_bioassay,"structural novelty and anti-inflammatory screening broaden STL space but do not establish antiparasitic activity or pathway homology"
E225,Artemisia annua,multi_tissue_terpene_genomics,"Integrated metabolomics, transcriptomics, and gene-function analysis identified 88 metabolites across 14 tissues, including 26 monoterpenes, 22 sesquiterpenes, two triterpenes, and one diterpene, and linked tissue/developmental expression patterns to terpene pathways",annua-genomewide-terpene-scenario-2015,primary_multi_tissue_terpene_genomics,"single-species multi-tissue network and expression correlations do not establish comparative evolution or causal flux for every gene-metabolite pair"
E226,Artemisia argyi,genome_and_secondary_metabolism,"An 8.03-Gb A. argyi assembly was reported as allotetraploid with extensive secondary-metabolism gene expansion, including 135 TPS genes with tandem clusters and tissue-biased expression",argyi-genome-secondary-metabolism-2022,genome_and_secondary_metabolism,"assembly, ploidy, and annotation context differ from later A. argyi resources; gene-family expansion is not equivalent to intact function or metabolite flux"
